image_path,transcription
130/c06-000.png,"Sentence Database
C06-000
IT is mid-morning on a Dublin Sunday. The streets are tranquilly sunny and still, for
the town is at Mass. Most of it. In the front room of a house in Anglesey-road is a
congregation who never actually got to church, but who are gathered with devotion
around Brendan Behan and a brandy bottle.
IT is mid-morning
are
on a
Dublin Sunday. The street
tranquilly many and ill, for the town
sunny
is at Man. Most of it. In the frent
a
home in Anglesey - road is a
100m
of
congregation alre
never actually get to chuch, but ato are
gathered with decation around Brendan Behan
and a
barly lotte
Name:
19"
130/c06-031.png,"Sentence Database
C06-031
I'm the only man on earth who doesn't know what his name is. Don't tell me. I want
to preserve that distinction. ""I already know about Shepard and that Salvation Army
chap Gagarin - the two biggest bores since Cardinal Newman. That's enough of all
that hooey."" HE plunges on into reminiscences of his trips. There is much to recall.
I'm the only
man
eath who doesn't his
on
what his
name is. Don't hell
I want to
me.
preserve that didinction. ""I already know about
Shepard and that tabiation Army chop Gagarin-
the two biggest loves since Cardinal Recoman.
HE pleugh
That's enough of all that hooey.
оп
into reminiscences of his trip. There is
much to recall.
Name:
19"
131/b06-042.png,"Sentence Database
B06-042
A policy which breaks with military alliances like Nato and seeks friendship with
the Soviet Union can prevent another betrayal like that of the '30s. Shipbuilding
Draughtsmen, writing in his personal capacity:*; I WAS pleased to read J. R. Camp-
bell's article, for, as president of a union which fought for and still stands on the policy
decisions established at the Scarborough Labour Party Conference I am appalled at
the character of the current attack against those decisions.
A policy which breaks with military
alliances like Nato and seeks friendship
with the Soviet Union can prevent another
betrayal like that of the '30s. Shipbuilding
Draughtsmen, writing in his personal capa-
city:* I WAS pleased to read J. R. Camp-
bell's article, for, as president of a union
which fought for and still stands on the
policy decisions established at the Scar-
borough Labour Party Conference I am
appalled at the character of the current
Name:
16"
131/b06-068.png,"Sentence Database
B06-068
All recent events show how correct the Scarborough decisions were. The Kennedy Ad-
ministration's sharpened policies, the speeded-up drive to improve West Germany's
armament, the new attempt to rush Britain into the European Common Market, and
the kite-flying on Spain present a whole new proof that to abandon Scarborough is
to expose Britain and her working class to sharp new dangers that Gaitskellism is
bankrupt.
-
All recent events show how correct the
Scarborough decisions were. The Kennedy
Administration's sharpened policies, the
speeded up drive to improve West
Germany's armament, the new attempt
to rush Britain into the European Common
Market, and the kite-flying on Spain
present a whole new proof that to abandon
Scarborough is to expose Britain and her
working dass to sharp new dangers-that
Gaitskellism is bankrupt.
Name:
16"
131/c06-058.png,"Sentence Database
C06-058
It is ribald, funny, brilliantly observant of character, and authentic as a glass of draught
porter. But will we see its end? The last scene of this fragment is in a pub where the
author throws a 10 note on to the bar and orders a round for the pals, one of whom
cries:
It is ribald, funny, brilliantly observant
of character, and authentic as a glass
of draught porter. But will we see its
end? The last scene of this fragment
is in a pub where the author thows a
10 note on to the bar and orders a
round for the pals, one of whom cries:
Name:
16"
131/c06-095.png,"Sentence Database
C06-095
""That's how I got into all this trouble."" ""He's got to be 35,"" says Bobby Darin, the
chief spokesman of the jeans-and-Jeep brigadiers as they're scheming to get rid of old
man, solid Rock. ""How many hills can he take?"" Of course Mr. Hudson can take one
more hill than the youngsters.
""That's how I got into all this trouble.""
""He's got to be 35,"" says Bobby Darin,
the chief spokesman of the jeans-and-
Jeep brigadiers as they're scheming to
get rid of old man, solid Rock. ""How
many hills can he take?"" Of course Mr.
Hudson can take one more hill than the
youngsters.
Name:
ль"
132/b06-045.png,"Sentence Database
B06-045
For many years my union had to present its views to the two major conferences of
the movement and take a licking. For us, unity meant accepting unpalatable majority
decisions as binding on the movement and having a go next time. Alongside many
others, we conducted our fight by putting down unambiguous alternatives to official
policy and seeking to win majorities for them.
For many years my union had to present its views
to the two major conferences of the movement and
take a licking. For us, urity meant accepting
unpalatable majority decisions as binding on the
movement and having a go next time. Alongside
many others, we conducted car fight by putting
down tened unambiguous alternatives to
official policy and sarking to win proprities
for them.
Name:
17"
132/b06-082.png,"Sentence Database
B06-082
The statement of Padley and Crossman is no different in principle to the new defence
statement. They accept American nuclear bases, and also the use of nuclear weapons
and nuclear strategy until some future date. They deceive the people by their talk
of political and collective control of Nato. The Pentagon has made it perfectly clear
who controls the American H-bomb, and who will actually give the instructions to
press the button for nuclear warfare.
The statement of Padley and Cromman is no
different in principle to the new defence statement.
They accept American puclear bases, and also
the use of nuclear weapons and nuclear strategy
until some future date. They deceive the people
by their talk of political and collective control
of Nato. The Pentagon has made it perfectly
dear who controls the American H-bomb, and
who will actually give the instructions to
the button for nuclear warfare.
press
Name:
17"
132/c06-047.png,"Sentence Database
C06-047
LESS has been heard of Brendan's work. It is now five years since his first play, The
Quare Fellow, was produced, three years since Borstal Boy was published and The
Hostage was put on. What has happened to the play, Richard's Cork Leg, begun 18
months ago and due for presentation at the Theatre Royal, Stratford, last spring? It
was never finished.
LESS has been heard of Brendan's work. It is now
five years since his first play, The Quare Fellow,
produced,
three years
was
: years since Borstal Boy was published
and The Hostage was put on. What has happened to
the play, Richard's Cork Leg, begun 18 months
and due for presentation at the Theatre Royal,
Stafford, last spring. It was never finished.
ago
Name:
17"
132/c06-091.png,"Sentence Database
C06-091
It's hereabouts that the budge takes to the bottle, but I don't think it was through
boredom. The film is funny enough in places and has a line or two of painful home
truths thrown in. ""I don't want to talk like an adult,"" screams Gina, walking out on
the man who has so far failed to make an honest woman of her.
It's henabouts that the budge takes to the bottle, but I
don't think it was through boredom. The film is funny enough
in places and has a line or two of painful home thruths
thrown in. ""I don't want to talk like anadalt, ""screams
Gina, walking, walking out on the now who has so far
failed to make an honest woman
woman of her.
Name:
17"
133/b06-064.png,"Sentence Database
-
B06-064
Powerful units have stood firm. In unions where the central issues were confused, clear
policy details - as on bases were decisively carried. This, and the numbers of active
workers who are beginning to understand how and why the trick was done, provides
a strong, immediate basis for a campaign against weak and doubtful positions, and
for a consistent peace policy.
Powerful
units
have stood firm.
In unions
where the central isones
were confused, clear policy details -
as an
bases
- were decisively carried.
This
worker
and the
numbers of active
who are
beginning to understand
how and
why the trick
was dane,
provides a strong, immediate
for a campaign against weak and
basis
doubtful positions and
for
a consistent
peace
policy.
Name:
12"
133/b06-100.png,"Sentence Database
B06-100
The heli-hopping Duke of Edinburgh, opening a few technical college extensions, will
not keep us abreast of the scientific revolution. Out of the 550,000 young people
aged 15-17 starting work in 1960 420,000 (73 per cent) went into unskilled work.
The percentage is expected to swell to 80 next year. The Duke, possibly speaking
from experience, stated: ""Most unskilled jobs are reasonably well-paid and many look
attractive.""
The heli-happing Duke of Edinburgh,
opening a few technical college extensions,
will
not
keep us
abreast of the
of the sscoce
scientific revolution. Out of the
young people aged 15-17 starting
in 1960 420000 / 73 per cent)
work
went
into unskilled was. The per-
centage is expected to
is expected to swell to go
next
year. The Duke, passible,
speaking from experience, stated:
Name:
12"
133/c06-043.png,"Sentence Database
C06-043
And he suffered an alcoholic seizure and was gravely ill in hospital with a diabetic
and heart condition. His return to Dublin was heralded by the announcement that
he was ""off the gargle - a retired alcoholic."" Since then he has been heard of often in
the newspapers three times up before the beaks for drunk and disorderly conduct.
-
And
he suffered
an
alcoholic
Seizure and was gravely ill
hospital with a
diabetic and heart
condition. His return to Dublin was
herabled by the
Announcement that
he was ""aff the gargle
-
retired
alcoholic.""
Since then he
he has been
heard
of
often in the
newspapers-
three
times up before the beaks for
drunk
and
disorderly
Conduct.
Name:
12"
133/c06-080.png,"Sentence Database
C06-080
The performance of our talented feathered friend is not the only good thing (al-
though the one original touch) in the film, which is better-than-average glossy com-
edy, Hollywood-styled, European set. Most of it has been shot in and around the sun-
terrace of the Hotel Splendido (renamed the Dolce Vista for the picture) in Portofino
and if there's a better view to be had from a more comfortable vantage point any-
where, I'd like to see it.
The
performance of our talented
feathered friend is
not
the only
good
thing lattough the one original
tood) in
the
film wich is bette -
than-average glassy comedy, Hollywood-
styled, Enapean set. Most of it has
been shat in and
around the
Sunterrace of the Hotel splendida (renamed
Vista for the picture) in
the Даже
Portofina
-
and if there's a
better
vien
Name:
12"
133/c06-116.png,"Sentence Database
C06-116
Susan Hayward plays the wife sharply and sweetly. Mason is always good for a glower.
And Miss Newmar is a stunner in every sense of the word. According to the script
she was once captain of the junior hockey team at her school. So help me so was I. IL
GRIDO (The Cry) Paris Pullman is an earlier essay in atmospheric meandering
by the L'Avventura man, Michelangelo Antonioni.
-
-
Susan Hayward plays the wife sharply
and sweetly. Mason is always good for
a glower. And Miss Newmar is a
stunner in every sense of the word.
According to the script she
was once
captain of the junior hookey team at
school. So help me so was!.
her
IL GRIDO (The Cry) - Paris
Pullman
-
is
n earlie essay
in atmospheric
meandering by the 2' Avventura man
Michelangelo Antonioni.
Name:
12"
134/b06-087.png,"Sentence Database
B06-087
There is only one way to develop unity and at the same time defend Britain. This
was shown at the Scottish Trades Union Congress, representing 800,000 organised
trade unionists, when it decided by overwhelming votes, to reaffirm the Scarborough
decisions on unilateral disarmament, and to oppose Polaris and military bases being
installed on the Holy Loch, or any other part of Britain.
There is only one
way
to develop unity and
ad the
Saun
time
defend Britain. This
was
shown at the Scottish
Trades Union
Congress, uprisenting
800.00
organised
Wach unionists, when it decided by overwhelming
whs,
to maffirm the Scarborough decisions
On
unilateral disarmament, and to
to oppose
Polairs and military bases being installed on
the Holy lock, or any other part of
Britain.
Name:
Shafe From
درزی"
134/b06-090.png,"Sentence Database
B06-090
Such a policy would unite the whole movement and lay the basis for the defeat of
the present Tory Government, which has become a real menace to the British people
both in home and foreign policy. It is quite evident that the movement will go on
record against the Polaris base and facilities for German bases and military training.
Such a
policy would unit
would unit the whole
the whole movement
and lay the
basis for the defeat of the
presunt Tory Government, which has become a
real menace to the British people both in
home and
foreign policy
It is
that
the movement
will
бо
quite evident
on ncord against
the Polaris base and facilities for German bases
and military training
Name:
Shifa Fic"
135/c01-009.png,"Sentence Database
C01-009
The production by Bill Duncalf compressed a long and sometimes rambling story
into a concentrated comprehensive survey of a life work. P. J. K. HANS WERNER
HENZE'S ""Elegy for Young Lovers"" is the first unambiguously ""contemporary"" work
to be admitted to the Glyndebourne canon. By no means a masterpiece, it is in
many respects a representative modern work and the composer is a highly skilled
manipulator of contemporary idioms, with a strong sense of words and situation.
The production by Bill Duncalf
compressed a long and sometimes rambling
story into a concentrated comprehensive
survey of a life work. P.J. K HANS WERNER
HENZE'S ""Elegy for Young Lovers' is the first
unambiguously ""contemporary"" work to be
admitted to the Glyndebourne canon. By no
means a mas
masterpiece, it is
in
many respects
a representative modern work and the composer
is
a
highly skilled manipulator of contemporary
idioms, with a
Name:
strong
sense of words and situation."
135/c01-014.png,"Sentence Database
C01-014
The libretto, by W. H. Auden and Chester Kallman, is largely a satire on the petty
court surrounding an ageing poet, whose deeply egocentric character leads him to
sacrifice everything to his need of inspiration. Henze obtains his musical characteri-
sation by means of individual instrumental timbres and ""personal"" intervals, and the
result is often less delineation of character than caricature. This is also the chief, or
at least the most successfully executed trait of the libretto, which contains an odd
blend of highly poetic phraseology and schoolboy humour.
The libretto, by W. H. Auden and Chester Kallman,
is largely
a satire on the petty court
surrounding an ageing poet, whose deeply
egocentric character leads him to sacrifice
everything to his need of inspiration. Henze
obfains his musical characterisation by means
of individual instrumental timbres and ""personal""
intervals, and the result is often less delineation
of character than caricature. This is also the chief,
or at least the most successfully executed trait
of the Libretto, which contains an old blend of higly
Name:
poetic phraseology and schoolboy humour."
136/c01-066.png,"Sentence Database
C01-066
The evil that Byron did certainly lived after him, and was even outmatched by the
mischief perpetrated by almost every person who had been close to him. In turning
over the bones Doris Langley Moore has brought to light a great deal of discreditable
behaviour and a vision of mischief-making propensities of the leisured classes in the
early 19th century which leaves one a little breathless.
The wil that Byron did certainly lived after
him, and was wen oulmotched by the
mischiel perpehoted by almost wery person
who had been close to him. In turning over
the bones Doris Langley Moore has brought
to light a great deal of discreditable
behaviour and a vision of mischief
making propensities of the leisured
classes in the early 19th century which
leaves one a little breathless.
Name:"
137/c02-000.png,"Sentence Database
C02-000
AFTER ten days of intermittent, near fatal ennui, the eleventh Berlin International
Film Festival was suddenly jolted back to life by two extraordinary films, Bern-
hard Wicki's ""Das Wunder des Malachias"" (""The Miracle of Father Malachias"") and
Michaelangelo Antonioni's ""La Notte."" The number of German film directors who
have made first rate works in the last 25 years can be counted on the fingers of one
hand: Frank Wysbar (""Fa""hrmann Maria""), Helmut Ka"" utner (""Die Grosse Frei-
heit No. 7""), Herbert Selpin (""Titanic""), Wolfgang Staudte (""Rotation""), and Georg
Klaren (""Wozzeck"").
AFTER ten days of intermittent, near fatal
emmui, the eleventh Berlin International
елий
Film festival was suddenly jolted back to
life by two extraordinary films, Bernhard
Wicki's ""Das Wunder des Malachias"" (""The
Miracle of Eather Malachias"") and Michael-
angelo Antonioni's ""La Notte"". The mum.
ber of german film directors who have
made first rate works in the last 25 years
can be counted on the fingers of one
Name:
2. Beyeler"
138/c02-003.png,"Sentence Database
C02-003
It would now seem that Wicki's name must be added to this list, for his new film may
well be a landmark in the revitalisation of the German cinema. Wicki is not only
a director. He began his career as an actor, had his first important film ro*?5le in
Ka"" utner's ""Die letzt Bru"" cke,"" and he also appears in the new Antonioni film.
16
would
now
seem
that
Wicki's name
must
be added to this list,
for
his
new
film
may
well
be
a
landmark
in
the revitali -
sation of the
German cinema. Wicki is
hot
only
a
director. He began
his
career
as
an actor,
had
his first important
film
го
To * ? 5 le
in
Ka"" utner's
Die
letzt
Bru""cke,""
and he
also appears
in the
new
Name:
Antonioni film."
139/c02-007.png,"Sentence Database
C02-007
In 1950 he began to take photographs not only in Germany but also in Africa and
America. An exhibition of these works which is now on view in a Berlin gallery is
most impressive. As Friedrich Du""rrenmatt, the Swiss playwright and author, wrote:
""Wicki's blacks and greys are not only the colours of the lost and the forgotten, but
they are also the technical means of abstraction.
In 1950 he began to take photographs not
only in Germany
but also in Africa and
America. An exhibition of these works which
is
now in view in
view in Berlin gallery is most im-
pressive. As Friedrich Dürrenmatt, the Swiss
playwriter and author, wrote: ""Wichi's blacks
and
greys
are not
only
the colours of the
lost and the forgotten, but they
technical means of abstraction.
are also the
Name:
P. Zumbrunn"
139/c02-017.png,"Sentence Database
C02-017
Following Bruce Marshall's original novel with considerable fidelity, the film tells
the story of a little monk who prays that a disreputable night club near his church
be removed. One night his prayer is answered and the offending establishment is
suddenly transplanted to an island in the North Sea. But Father Malachias's troubles
have only begun. Instead of having the desired effect, the miracle becomes exploited
by a group of shrewd newspapermen.
Following Bruce Marshall's original novel with
considerable fidelity, the film tells the story
of
a little monk who
prays
that a disrepu-
table night club near his church be re-
moved. One night his
prayer
is answered
and the offending establishment is suddenly
transplanted to an island in the North Sea.
But Father Malachia's troubles have only
Instead of having the desired effect,
begun.
the miracle becomes exploited by a group
Name:
P. Zumbrunn"
140/c02-012.png,"Sentence Database
C02-012
Every unnecessary detail, all superfluous local colouring must be eliminated. He
does not want the accuracy of a police photograph, but rather he wants to show
the eternal in every instant."" The chilling horror of ""Malachias"" is due as much to
Wicki the photographer as to Wicki the director. His earlier film, ""Die Bru❞cke,""
was equally terrifying, but here the director moves out of the world of reality into an
icy supernatural vacuum where the sun never shines.
Evely unnecessary detail, all superfluous local
colouring must be eliminated. He does not
want the accuracy of a police photograph,
but rather he wants to show the eternal in
every
instant. ""The chilling horror of ""M212-
chias"" is due as much to wicki the photo-
graphes as to wicki the director. His earlies
Film, ""die Brücke"", was equally terrifying,
but here the director moves out of the world
of reality into an icy supernatural vacuum
Name:"
140/c02-022.png,"Sentence Database
C02-022
Soon a carnival springs up on the sight of the missing building. The Church rebukes
the poor monk for his miracle, and as a crowning indignity the night club is given a
gala society reopening on the island. Father Malachias goes to the island, prays, and
in a second miracle the night club is replaced in its original setting.
Soon a caruical springs up on the sight of
the missing building. The Church telliken the
20
poor work for his miracle, and as
a
crowning indignity the night club is
giver
2 gatz society reopening
сипа
island. Father Malachian goes to the island,
plays,
and in a second mirade the
night club is replaced in its original
setting.
Name:"
141/c02-026.png,"Sentence Database
C02-026
A summary of the story can give almost no indication of the scope of Wicki's artistry.
He tells his story best in the faces of his crowds, recording every wrinkle and drop
of sweat with brutal honesty, building up to a tremendous climax in the island orgy.
Here, the guests arrive in ghost-like yachts, the wildly flapping white sails slashed by
the glaring beacon of a lighthouse.
A sun
Summary
of the story
indication of the
dmest
can
give
scope
Wicki's
artistry
Не
best in the faces of his crowds
tells his story best
recording every
wrinkle and drop of sweet
with brutal hounity,
building up
tremendous climax in the island
to a
orgy.
there, the
quest arrive
in
ghost-like yachts,
the wildly flapping white sails slashed
the glaring beacon of a lighthouse.
by
Name:"
142/c02-030.png,"Sentence Database
C02-030
When the final miracle does occur, it is accepted as a marvellous joke; no one has
learned anything. Wicki suddenly returns to the city for a final epilogue. In complete
silence he shows the faces of people walking in the streets, smug, content, satisfied,
and thoroughly frightening. Wicki has succeeded in his second film in recording his
personal apocalypse of the last days of a sick society.
When the final miracle occur, it is accepted as a
marvellous joke;
no one has learned anything. Wick:
suddenly returns to the city for a final epilogue. In
complete silence he shows the faces of people
walkin in the street, smug, content, satisfied,
and thoroughly frightening. Wicki has
succed succeeded in his second film in
lis pesonal
рео
recording
apocalypse of the
last days of
a sick soci
society.
Name:"
143/c02-035.png,"Sentence Database
C02-035
It is most unfair to call ""Malachias"" a cut-rate ""Dolce Vita,"" for it is far more intimate
and deeply felt. In 1944 Herbert Selpin tried a similar feat in ""Titanic"" by paralleling
the last days of the Third Reich with the sinking of the great ocean liner, and paid
for his audacity with his life.
It is most unfair to call
Malachias a cut-rate
""Dolce Vita,"" for it is for
more intimate and deeply
felt. In 1944 Hebet Selpin tried a similar feat
in
""Titaic"" by paralleling the last days of the
Third Reid with the sinking of the great ocean liner,
and paid for his audacity with his life.
Name:
Uliger Matthias"
144/c02-049.png,"Sentence Database
C02-049
Strangely enough, the Berlin audience received the film with extreme coolness, much
preferring Jean-Luc Godard's disappointing ""Une Femme est une Femme,"" a ninety-
one minute hymn to ""Vogue,"" ""Cahiers du Cinema,"" and the worst aspects of the
American cinema. From a brilliantly funny start, the work fizzles out into a series of
repetitious sight-gags and personal jokes incomprehensible to the uninitiated (includ-
ing four plugs for Charles Aznavour).
Strangely enough, the Bertin audience received
the film with extreme cootness, much preferring
Jean-Luc Godard's disappointing ""Une Femme
est une Femme,"" a ninetyone minute hymn
to ""rogue,"" ""Cahiers du Cinema, "" and the
Worst aspects at the American cinema. From
a brilliantly funny start, the work fizzles
out into a series of repetitious sight-gags
and personal jokes incomprehensible to the
uninitated (including four plugs for Charles
Aznavour).
Name:
REGINE BOTH"
145/c02-056.png,"Sentence Database
C02-056
This director is at last being re-evaluated and given his proper place in the history of
the German film. Most charming was his tongue-in-cheek ""Unheimliche Geschichten""
(1920), five ghost stories with a light touch, and there was much to admire in ""Drey-
fus"" (1930) and the virtually unknown but extremely important ""1914"" (1931), which
tries to show that it took more than just Germany to start the First World War.
This director is at last being
given
his
re-evaluated and
proper place in the history of the
german film. Host charming
was his tongue-in-cheek
""Unheimliche geschrichten"" (1920), five ghost stories
with a
light touch, and there was much to admire
in ""Dreifus"" (1950) and the virtually unknown
but extremely important ""1914"" (1931), which
tries to show that it took more than just
Germany to start the First World War.
Name: CASER URS"
146/c02-059.png,"Sentence Database
C02-059
Prizes being what they are, Berlin is unusually generous in giving everyone something,
and silver bears are awarded in every direction. Both the Antonioni and Wicki films
took high honours, and the audience at the awards was particularly enthusiastic when
one Miss Anna Kerima was selected as best actress for her work in the Godard film.
Gifted with an interesting face, although little acting ability, she would seem to be
well worth watching in the months to come.
Sentence Database
C02-059
Prizes being what they are, Berlin is unusually
generous in giving everyone something, and silver
bears
are
awarded
in
every
direction. Both the
Antonioni
and Wicki films
films took high honours,
and
the
audience at the awards
awards was particularly
enthusiastic
when
one Miss Anna Kerima was selected
as
best
actress
for her work in the
Godard
film. Gifted with an interesting face, although little
acting ability, she would
seem to
be
well
worth
watching in
the
months
to
come.
Name:
Margrit
Marti"
147/c02-078.png,"Sentence Database
C02-078
It has a great look of speed and technical fun about it, of enormous cinematic enjoy-
ment, and above all of cinematic sense. Much of it has that air of improvisation, as of
off-the-cuff living, that once seemed so new and so attractive. The story (not that the
story, in the sense of plot, matters much; but in the sense of situation and movement
it matters a lot) is that of a man on the run (Jean-Paul Belmondo), who spends a few
days with an American girl (Jean Seberg) who is bearing his child (though paternity
is always a rather dubious business among the new wave): an affair that remains
spiritually unconsummated as they move on to the final betrayal.
It has a
great look of speed and technical fun
about it, of enormous cinematic enjoyment, and
above all of cinematic sense. Much of it has
that air of improvisation, as of off-the-cuff
living, that once seemed so new and so
attractive. The story (not that the story, in the
sense of plot, matters much; but in the sense
situation and movement it matters a lot) is
that
of
of a man on the run (Jean-Paul Belmondo),
who spends a few days with an American girl
Name:"
148/c02-082.png,"Sentence Database
C02-082
BELMONDO reappears at the Paris Pullman in Moderato Cantabile (curiously trans-
lated into Seven Days... Seven Nights... A certificate), Peter Brook's film made in
France and shown last autumn at the London Film Festival. In spite of magnificent
performances from him and from Jeanne Moreau, this has been fairly well trounced
by the critics wherever it has appeared. Leisurely, even slow, rhythmically repetitive,
the mysteriously simple story takes place on the banks of the Garonne, which becomes
an unforgettable image.
:
Belmondo reappear at the Pan's Pullman
in Moderato Cantabile (curiously trans-
lated into Seven Days..... Seven Nights....
A certificate), Peter Brook's film made
in France and shown last autumn at
the London Film Festival. In spite of
magnificent performances from him and
from Jeanne Moreau, this has been fairly
well trounced by the critics wherever it
has appeared. Leisurely, even slow,
Name:
Simone di
lidi"
149/c02-089.png,"Sentence Database
C02-089
With a large blond youth of quite dazzling dumbness called Troy Donahue; and
Claudette Colbert, still charming amid the nonsense, and Karl Malden not know-
ing how to take it, all rolling eyeballs like a villain from East Lynne.
With
a
large blond youth of quite
dazzling dumbness called troy
Donahue; and
Claudette Colbert, still
charming amid the nonsense, and karl
Halden
not knowing how to take it,
all rolling
rolling eyeballs
eyeballs like
a
villain
from
Eest
Lynne.
Name:
4 anuela Peill."
150/c03-000a.png,"Sentence Database
C03-000
The film version of Miss Shelagh Delaney's play A Taste of Honey opens at the
Leicester Square Theatre tomorrow. It has been produced and directed by Mr. Tony
Richardson, who is also part-author with Miss Delaney of the script, and the great
advantages to be derived from this unity of conception and control are everywhere
apparent.
The film version of Miss & Shelagh Delaney's
play a Taste of Honey opens at the Leicester
Square Theatre tomorrow. It has been produced
an directed by Mr. Tony Richardson, who is also
part-author with Miss Delaney of the script,
and the great advantages to be derived from
this unity of conception and control
everywhere apparent.
are
Name:
V. Halter"
150/c03-003a.png,"Sentence Database
C03-003
This is not a filmed play. It has been conceived throughout in terms of the cinema, and
again and again it is the visual qualities of the story, and the marriage of the central
characters to their background, which bring the film so vividly to life. In Fanny, which
also has its premiere tomorrow, the director, Mr. Joshua Logan, attempted but failed
to create the atmosphere of a city.
This is not a filmed play. It has been
conceived throughout in terms of the cinema,
and again and again it is the visual qualities
of the story, and the marriage of the central
characters to their background, which bring
the film so vividly to life. In Fanny, which
also has Xar its premiere, tomorrow, the director,
Mr. Joshua Logan, attempted but failed to create
the atmosphere of a city.
Name:
V.Halter"
150/c03-007a.png,"Sentence Database
C03-007
In A Taste of Honey Mr. Richardson has taken a town in the industrial North of
England and has made it live. The shabby streets and wet pavements, the school
play-grounds, the public monuments and the rubbish strewn canals - even the worn
head-stones in the churchyard, ""sacred to the memory of"" are seen as an integral
part of the story.
-
In a Taste of Honey Mr. Richardson has
taken a town in the industrial North of England
and has made it live. The shabby streets and
wet pavements, the school play-grounds, the
public monuments and the rubbish strewn canals-
even the worn head-stones in the churchyard,
1
""sacred to the memory of"" - are seen as an
integral part of the story.
Name:
V.Halter"
150/c03-016a.png,"Sentence Database
C03-016
But there is heart in the telling, and an intense realism in the situation. A young
girl lives in a single dingy room with her slatternly, promiscuous mother. In such
surroundings she learns sex is something sordid, and when she experiences it for the
first time herself it is incoherently, clumsily, but half shyly and half inquisitively. As
is the case in Fanny her first lover is a sailor who leaves her to bear his child and sails
away.
But there is heart in the telling, and an
intense realism in the situation. a
young
girl lives in a single dingy room with
her slatternly, promiscuous mother. In such
surroundings she learns sex is something
sordid,
1
, and when she experiences it for the
first time herself it is incoherently, clumsily,
but half inquisitively. As is the case in Fanny
her first lover is a sailor who leaves her
to bear his child and sails away.
Name:
V.Halter"
150/c03-021a.png,"Sentence Database
C03-021
In Fanny the pregnant girl is befriended by an old man. Here it is a young homosexual,
estranged from women but yet moved by a strong maternal instinct to the unborn
child as much as to the expectant mother, who acts as a protector and comforter
to her in her hour of need. He shares her room and gives her his forlorn gift of
companionship and sympathy - ""you need someone to love you while you are looking
for someone to love"".
In Fanny the pregnant girl is befriended by
an old man. Here it is a
young homosexual,
estranged from women but yet moved by a
strong maternal instinct to the unborn child
as much as to the expectant mother, who acts
as a protector and
Com forter to her in her
hour of need. He shares her room and gives
her his forlorn gift of companionship and sym-
pathy - ""you need someone to love
you
you are looking for someone to love.
while
Name:
V. Halter"
150/c03-081a.png,"Sentence Database
C03-081
Arguably, the dramatist has committed a technical error in allowing Irene to speak
for herself; we would be altogether clearer in our minds about her if she remained
a flawed but beautiful enigma, seen but not heard. However, Miss Pinkie Johnstone
makes her few brief scenes effective, and Mr. Dinsdale Landen, in the longest and
most exacting role, that of the sergeant, gives a performance of rare intelligence and
restrained power.
Arguably, the dramatist has committed a
technical error in allowing Irene to speak
for herself; we would be altogether clearer
in our minds about her if she remained
a flawed but beautiful enigma, seen but not
heard. However, Miss Pinkie Johnstone makes her
few brief scenes effective, and Mr. Dinsdale
Landen, in the longest and most exacting role,
that of the sergeant, gives a performance of
rare intelligence and restrained power,
Name:
V. Malter"
150/c03-084a.png,"Sentence Database
C03-084
Mr. Bryan Stonehouse's production is quietly effective, giving full value to the formal
elements of Betti's writing without over-emphasizing them. Last night's play in the
""Play of the Week"" series on independent television, Then We Fall, by Mr. Paul Fer-
ris, was a morality on the not unfamiliar theme of the destructive power of unbridled
ambition.
Mr. Bryan Stonehouse's production is quietly
effective, giving full value to the formal elements
of Betti's writing without over-emphasizing
them. Last night's play in the ""Play of the
week"" series on independent television, Then
We Fall, by Mr. Paul Ferris, was a morality
on the not unfamiliar theme of the destructive
of unbridled ambition.
рошег
Name:
V. Malter"
150/c03-087a.png,"Sentence Database
C03-087
It went, perhaps, some distance beyond most treatments of its subject by attempting
to generate a melodramatic inevitability which left its central character and the world
around him in complete, unredeemable desolation. We could, perhaps, say whether
or not the attempt succeeded if we had a little more faith in the way in which Mr.
Ferris manipulated his characters.
It went, perhaps, some distance beyond most
treatments of its subject by attempting to
generate a melodramatic inevitability which
left its central character and the world
around him in complete, unredeemable desolation.
We could, perhaps, say whether or not the attempt
succeeded if we had a little more faith in the
in which Mr. Ferris manipulated his
wag
characters.
Name:
V. Halter"
150/c03-094a.png,"Sentence Database
C03-094
Mr. William Lucas (Morris) is always insensitively pushing, Miss Sheila Allen his wife,
always palely appealing, Mr. James Maxwell, the editor, always comically abashed by
the events, and Mr. Aubrey Richards, the father-in-law, always comically grotesque;
they were not asked to modulate from their set moods but played with proper effi-
ciency and, in the case of Mr. Richards, with lavish and suitably gaudy colour.
Mr. William Lucas (Morris) is always insensi-
tively pushing, Miss Sheila Allen his wife,
always palely appealing, Mr. James Maxwell,
the editor, always comically abashed by the
events, and Mr. Aubrey Richards, the father-in-
law, always comically grotesque; they were
not asked to modulate from their set moods
but played with proper efficiency and, in
the case of Mr. Richards, with lavish and
suitably gaudy colour.
Name:
V. Halter"
